REDCODE;ESCOLARIDAD_0;ESCOLARIDAD_1;ESCOLARIDAD_2;ESCOLARIDAD_3;ESCOLARIDAD_4;ESCOLARIDAD_5;ESCOLARIDAD_6;ESCOLARIDAD_7;ESCOLARIDAD_8;ESCOLARIDAD_9;ESCOLARIDAD_10;ESCOLARIDAD_11;ESCOLARIDAD_12;ESCOLARIDAD_13;ESCOLARIDAD_14;ESCOLARIDAD_15;ESCOLARIDAD_16;ESCOLARIDAD_17;ESCOLARIDAD_18;ESCOLARIDAD_19;ESCOLARIDAD_20;ESCOLARIDAD_21;Total
13302031004;14;6;8;32;17;19;38;20;52;18;28;22;162;5;10;19;13;39;0;2;0;0;524
13302031005;1;2;0;4;2;0;2;1;2;1;1;1;8;0;1;0;0;1;0;0;0;0;27
13302032001;10;3;7;7;8;13;22;11;54;23;47;17;228;21;63;67;44;111;0;14;2;5;777
13302032010;2;0;1;1;4;1;3;1;13;2;11;4;47;2;8;12;5;20;1;1;0;0;139
13302032015;84;0;0;1;2;2;0;1;5;1;0;0;6;0;2;1;0;3;0;0;0;0;108
13302032019;1;0;0;0;0;2;0;0;4;2;1;2;6;0;1;1;2;1;0;0;0;0;23
13302032022;7;0;0;3;3;2;7;4;9;3;6;10;51;5;4;8;12;17;1;1;1;0;154
13302032025;14;6;6;26;18;21;58;27;98;44;72;30;341;19;74;95;96;247;6;45;1;2;1346
13302032026;19;2;3;21;19;16;35;9;58;23;56;36;373;27;136;152;170;529;11;106;8;15;1824
13302032027;36;10;21;40;35;36;80;37;130;40;84;44;445;28;96;94;79;291;3;40;5;5;1679
13302032901;0;0;0;2;0;0;1;2;7;1;1;1;4;0;0;0;0;0;0;0;0;0;19
13302041001;53;20;44;75;69;60;122;65;183;74;101;76;645;26;76;80;55;74;0;4;1;0;1903
13302041002;16;1;6;10;30;23;38;27;101;54;127;79;1207;107;367;378;376;622;7;64;9;10;3659
13302041003;18;4;10;7;8;8;26;21;70;43;94;79;1086;90;287;312;289;490;13;50;4;3;3012
13302041004;7;3;7;7;12;12;25;12;64;40;85;56;837;85;312;321;333;582;11;62;6;5;2884
13302041005;2;0;1;1;1;2;2;1;6;5;13;15;113;16;73;118;158;476;12;72;3;8;1098
13302042008;4;3;5;14;24;16;29;13;40;20;32;26;150;4;19;15;20;36;0;8;0;0;478
13302042010;5;1;1;2;0;3;1;7;8;0;5;2;19;0;1;0;1;3;0;0;0;0;59
13302042012;12;5;6;15;18;17;17;11;38;7;20;4;70;3;6;9;3;4;0;0;0;0;265
13302042901;0;0;0;0;0;1;1;1;0;0;0;1;3;1;0;2;0;2;0;1;0;0;13
13302052004;8;2;8;11;8;13;20;8;29;16;12;5;55;1;2;8;3;8;0;0;0;0;217
13302052011;6;3;3;12;4;4;5;7;11;5;1;4;13;0;0;1;1;1;0;0;0;0;81
13302052014;15;9;12;16;31;25;37;15;67;22;35;15;197;7;30;26;36;99;0;8;0;3;705
13302052023;27;2;16;26;30;28;48;26;106;23;18;11;105;1;5;8;3;6;1;1;0;0;491
13302991999;1;0;0;1;3;1;5;0;4;3;4;2;12;0;3;0;3;4;0;0;0;0;46
13303011001;49;20;35;75;98;61;173;68;223;80;121;83;938;24;77;80;73;90;0;10;0;1;2379
13303011002;14;8;17;15;31;32;48;34;72;29;34;25;346;15;41;42;23;40;1;5;0;0;872
13303012003;0;1;2;0;2;1;2;1;8;0;1;1;9;0;4;0;3;6;0;0;0;0;41
13303012004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13303012012;15;7;7;21;28;17;40;20;68;15;30;8;112;2;4;10;15;17;1;1;0;0;438
13303021001;67;13;39;61;74;52;139;64;213;88;146;91;912;29;122;120;97;147;0;7;1;0;2482
13303021002;12;2;2;0;0;1;9;5;13;8;26;8;201;16;98;123;172;395;5;46;9;4;1155
13303021003;28;12;13;33;39;38;44;42;135;39;45;37;203;7;12;15;10;8;0;1;0;0;761
13303022006;6;3;4;5;7;8;13;7;28;7;12;9;96;2;5;2;3;5;0;0;0;0;222
13303022007;9;2;5;2;1;1;5;3;19;4;3;1;24;0;3;4;1;17;0;0;0;0;104
13303022009;24;9;19;25;29;20;65;37;96;43;54;26;210;8;36;26;30;66;2;13;1;3;842
13303022011;26;12;19;33;21;18;54;23;81;22;41;17;176;3;5;13;4;7;0;0;0;0;575
13303032008;12;1;11;27;20;19;51;19;72;18;36;17;171;4;13;11;3;10;0;1;0;0;516
13303042010;15;7;10;19;18;7;32;19;52;13;42;9;178;5;13;10;6;10;0;4;0;1;470
13303052002;12;3;17;24;18;14;26;5;38;10;18;13;59;3;9;14;6;24;0;4;0;2;319
13303052004;6;3;8;9;16;5;24;5;28;10;6;5;37;2;6;7;12;21;0;4;0;3;217
13303991999;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;8
13401011001;44;3;14;38;35;24;75;40;122;59;128;71;645;48;143;129;107;288;2;21;3;5;2044
13401011002;14;2;6;10;17;9;38;15;52;23;86;36;385;33;104;127;120;318;3;40;10;5;1453
13401021001;57;20;31;70;66;45;175;62;251;114;228;116;1120;35;176;127;142;247;4;21;2;4;3113
13401021002;49;19;39;50;77;52;141;79;254;85;190;116;884;25;102;74;87;144;0;16;1;2;2486
13401031001;122;30;62;111;99;79;206;84;330;129;276;110;1147;35;140;98;78;107;2;4;0;0;3249
13401031002;79;30;44;82;92;77;166;75;225;89;159;95;736;16;53;66;26;54;0;5;0;0;2169
13401031003;147;37;58;126;116;95;246;114;344;144;241;154;1084;41;76;65;64;73;0;4;1;0;3230
13401041001;158;26;57;116;110;88;258;109;351;130;237;152;1113;45;147;111;111;167;6;17;1;3;3513
13401041002;79;24;39;75;94;70;156;75;213;76;126;64;625;20;47;46;21;39;0;3;1;0;1893
13401041003;126;27;60;98;122;88;165;98;314;92;171;98;643;15;33;35;22;36;0;0;0;0;2243
13401041004;126;31;56;91;123;90;145;88;324;64;102;82;561;7;33;27;27;41;0;0;0;0;2018
13401051001;27;2;20;33;33;24;107;30;121;72;136;77;706;23;95;78;131;239;4;20;2;2;1982
13401051002;73;22;39;88;94;64;153;82;349;120;195;109;874;18;74;79;40;68;1;2;0;0;2544
13401051003;185;30;65;121;149;118;186;122;443;168;272;148;1002;21;61;46;36;39;0;4;0;0;3216
13401051004;19;5;11;9;12;18;29;15;55;18;39;18;207;5;21;31;14;39;0;3;0;0;568
13401051005;76;37;52;79;93;74;143;107;385;130;221;109;808;24;60;66;42;74;0;5;0;0;2585
13401061001;96;33;60;87;120;130;173;163;548;224;276;162;1260;46;75;124;37;58;3;3;0;0;3678
13401061002;115;32;83;121;152;129;220;155;520;151;206;115;794;19;49;26;17;22;0;2;0;0;2928
13401061003;22;10;14;33;51;39;75;46;239;82;173;128;1808;105;345;298;332;664;10;63;7;3;4547
13401061004;101;20;42;61;97;87;148;90;465;163;231;135;1573;31;113;92;59;70;1;4;1;0;3584
13401061005;49;16;42;67;101;104;152;85;399;162;255;99;661;19;40;45;20;24;0;1;1;0;2342
13401061006;102;29;51;77;117;87;137;126;457;159;226;126;710;20;38;32;9;35;0;0;0;0;2538
13401061007;24;7;13;25;35;33;89;51;265;98;160;94;1160;29;88;74;34;68;0;2;1;0;2350
13401061008;118;20;41;72;81;78;125;91;287;89;125;70;391;18;36;21;15;14;0;1;0;1;1694
13401061009;64;21;49;64;101;78;145;109;398;154;221;108;703;35;54;39;26;15;0;0;0;0;2384
13401061010;112;28;56;95;119;122;164;128;499;183;271;125;842;20;46;53;29;38;0;2;0;0;2932
13401061011;98;25;49;80;112;92;125;122;400;135;242;94;679;13;35;23;13;18;0;1;0;0;2356
13401061012;88;20;29;70;90;95;147;111;409;160;199;99;704;17;31;41;18;20;0;0;0;0;2348
13401061013;45;21;26;30;75;66;108;88;373;115;207;99;920;27;51;37;32;24;0;1;1;0;2346
13401061014;18;6;8;15;25;24;59;30;143;58;132;83;1306;49;172;170;149;182;2;17;3;2;2653
13401061015;22;8;12;22;32;21;74;46;226;86;148;107;1067;28;70;75;42;40;0;1;0;0;2127
13401062004;13;1;1;5;5;2;8;3;10;3;7;6;37;1;3;2;4;7;0;0;0;0;118
13401062005;6;0;1;1;2;3;5;4;9;1;2;4;26;0;1;1;1;1;0;0;0;0;68
13401062009;0;0;0;1;0;0;1;0;3;0;1;2;4;0;0;0;0;6;0;0;0;0;18
13401062012;0;0;0;0;0;0;1;0;0;1;1;2;3;1;1;0;0;1;0;0;0;0;11
13401062016;0;0;0;0;0;1;1;0;6;1;0;0;6;0;0;0;0;0;0;0;0;0;15
13401062018;1;3;1;3;5;0;2;0;11;1;4;0;7;0;0;1;1;0;0;0;0;0;40
13401062020;0;1;1;2;0;2;2;3;6;1;0;1;4;0;1;0;0;1;0;0;0;0;25
13401071001;8;3;4;6;13;5;40;11;42;21;57;51;739;50;246;224;236;563;5;54;7;7;2392
13401071002;15;8;11;19;33;12;56;32;102;57;154;73;1660;90;371;367;438;698;3;60;7;9;4275
13401081001;47;16;28;54;81;46;109;69;245;90;169;92;896;31;99;95;85;138;2;9;1;4;2406
13401081002;127;15;41;57;91;50;161;84;279;99;188;87;975;34;103;120;97;136;0;10;0;1;2755
13401081003;16;3;10;21;26;13;52;12;54;44;103;61;810;47;220;255;241;531;5;63;3;3;2593
13401081004;23;9;20;20;42;22;76;44;208;70;148;96;1294;70;167;181;140;209;5;21;2;0;2867
13401081005;24;10;11;24;24;29;68;37;201;74;150;78;1114;41;100;82;72;126;0;8;2;1;2276
13401081006;42;19;18;32;49;41;112;51;199;78;151;89;931;34;81;73;71;94;0;6;0;0;2171
13401081007;47;14;10;31;55;41;91;49;243;80;167;94;1308;45;163;118;123;182;0;7;0;0;2868
13401081008;35;7;10;21;39;38;81;42;229;78;143;84;1050;45;111;122;92;142;1;5;1;1;2377
13401081009;15;5;8;24;30;26;79;21;109;37;66;52;405;5;58;38;36;41;0;2;0;0;1057
13401082002;8;2;8;4;5;3;13;3;30;16;9;9;71;3;7;16;17;23;0;3;1;1;252
13401082003;9;3;7;10;9;9;16;6;29;7;18;11;85;7;10;11;22;44;0;3;2;1;319
13401082013;1;0;2;0;3;3;7;8;13;6;5;4;31;5;3;7;6;16;0;5;0;1;126
13401082021;6;1;0;4;6;4;9;2;13;6;15;6;90;5;21;12;33;106;1;11;0;5;356
13401091001;39;13;23;24;40;31;87;36;138;57;129;63;656;29;130;67;122;283;1;20;2;2;1992
13401091002;37;7;18;22;42;22;86;38;113;89;194;74;836;58;211;223;250;503;9;51;10;9;2902
13401091003;71;15;29;51;70;54;188;73;233;109;221;92;885;29;119;110;79;205;1;14;4;4;2656
13401091004;36;8;16;30;56;36;133;35;165;93;151;81;672;29;107;100;85;155;1;23;1;5;2018
13401101001;121;28;48;82;109;73;191;72;369;107;167;93;843;24;100;63;34;73;0;5;0;1;2603
13401101002;55;18;43;43;60;61;136;64;200;87;164;113;886;34;119;126;94;144;1;12;0;0;2460
13401101003;15;4;7;15;37;8;51;12;64;40;77;41;516;25;86;75;87;158;0;9;0;0;1327
13401101004;27;6;5;17;21;11;65;22;56;37;57;30;381;20;72;83;89;214;4;21;3;7;1248
13401101005;13;2;4;11;16;10;57;11;43;30;40;28;377;16;83;106;93;147;1;6;0;1;1095
13401101006;40;19;29;49;61;63;153;53;207;92;196;120;1021;42;129;137;93;175;5;8;1;0;2693
13401111001;66;19;37;71;96;77;181;129;471;223;365;226;2056;94;288;253;220;348;4;18;4;2;5248
13401111002;20;4;13;20;24;30;61;45;152;73;140;67;866;36;118;124;51;107;2;6;2;0;1961
13401111003;1;1;4;10;12;5;22;8;32;9;21;11;73;1;11;4;10;12;0;5;0;0;252
13401111004;31;8;9;14;30;22;74;34;135;42;89;62;599;24;86;92;99;165;5;19;3;1;1643
13401111005;32;8;18;33;48;30;67;75;269;111;170;103;993;41;109;91;67;99;3;5;0;0;2372
13401111006;54;5;19;36;46;43;112;63;250;101;195;108;1033;24;92;94;72;90;0;7;0;0;2444
13401112001;2;1;0;0;5;1;2;2;7;0;7;0;2;0;0;0;0;0;0;0;0;0;29
13401112008;0;0;0;1;1;0;2;0;2;0;0;0;5;1;0;2;0;1;0;0;0;0;15
13401112014;0;0;0;0;1;4;1;0;1;0;2;0;7;0;0;0;0;1;0;0;0;0;17
13401112015;5;3;1;11;13;9;27;4;47;8;17;5;68;1;6;15;9;15;0;1;0;0;265
13401121001;60;23;46;87;90;96;170;98;361;97;148;88;832;18;84;74;65;162;0;23;1;6;2629
13401122006;20;6;13;23;35;26;58;22;98;24;33;17;197;0;18;13;15;37;0;1;0;1;657
13401122007;15;5;4;15;9;16;25;13;61;14;20;11;89;3;6;12;6;8;0;0;0;0;332
13401122010;13;4;3;6;18;6;3;10;13;13;11;6;60;0;5;5;8;11;1;5;0;0;201
13401122011;7;1;4;2;5;3;10;7;27;8;11;8;75;1;9;10;5;22;0;1;0;1;217
13401122019;0;1;1;1;0;2;2;1;3;0;3;0;1;0;0;0;0;0;0;0;0;0;15
13401131001;47;12;35;44;78;48;111;58;227;108;140;105;798;18;96;70;36;82;0;3;0;1;2117
13401131002;87;20;35;74;108;90;154;101;325;145;205;108;707;20;57;37;31;38;0;0;0;0;2342
13401131003;45;20;17;33;43;32;89;51;186;69;141;63;591;27;66;73;41;112;0;12;1;2;1714
13401131004;24;7;15;29;35;33;90;56;154;69;105;69;597;14;51;44;37;47;0;2;0;0;1478
13401141001;54;20;37;59;75;52;129;52;241;113;167;106;874;37;111;81;72;117;2;13;1;0;2413
13401141002;26;11;8;16;33;22;35;17;114;26;48;25;419;22;125;121;151;328;4;38;1;1;1591
13401141003;85;31;45;122;102;94;190;106;372;134;280;133;1666;108;377;420;432;1235;19;146;18;21;6136
13401141004;38;23;25;31;47;33;91;56;253;115;216;122;1938;98;341;362;249;487;7;40;6;4;4582
13401141005;45;14;31;57;82;59;121;56;308;107;168;78;742;20;64;54;33;48;0;2;0;1;2090
13401991999;3;0;4;4;10;7;14;7;26;15;35;13;142;2;19;15;15;29;1;5;1;0;367
13402011001;153;49;94;168;171;144;295;141;410;181;259;145;972;36;100;127;74;150;1;10;0;0;3680
13402011002;19;5;13;18;33;27;80;28;79;51;86;49;491;34;106;91;113;240;5;13;2;2;1585
13402011003;29;7;12;18;27;31;70;26;83;64;101;74;559;29;116;158;130;315;2;26;0;3;1880
13402011004;16;6;6;8;19;12;37;27;83;28;71;37;519;34;126;149;119;261;2;16;4;2;1582
13402011005;75;8;22;42;54;52;113;56;179;67;115;86;799;52;193;240;236;557;10;57;7;8;3028
13402011006;89;31;52;83;130;73;139;108;415;143;193;123;1230;34;158;114;93;151;1;8;1;4;3373
13402011007;16;5;13;17;15;27;62;30;111;66;110;69;876;66;232;204;154;382;7;38;7;2;2509
13402011008;21;7;16;21;50;29;81;37;118;58;122;56;605;34;106;130;81;237;6;23;2;0;1840
13402011009;4;0;2;0;2;0;2;2;16;8;7;7;129;8;16;26;6;13;0;2;0;0;250
13402011010;110;24;50;85;114;100;171;134;444;174;264;143;1190;43;121;89;44;54;1;2;1;2;3360
13402012002;7;2;4;11;8;8;22;17;32;20;25;17;145;13;25;42;36;142;4;22;3;3;608
13402021001;44;18;32;68;75;66;123;66;234;85;133;64;525;24;70;51;38;77;1;5;0;3;1802
13402021002;53;28;40;59;79;80;139;68;256;67;151;80;828;24;93;108;57;82;0;6;0;0;2298
13402021003;15;6;3;9;9;6;21;23;49;25;61;47;624;58;225;257;316;772;12;72;7;13;2630
13402022001;13;5;13;24;26;15;28;20;72;33;33;12;153;7;26;32;28;67;3;7;2;0;619
13402022012;2;0;1;0;2;0;4;3;6;0;4;1;27;0;7;11;19;43;0;9;0;5;144
13402022013;1;1;1;2;3;1;7;2;10;2;4;5;24;2;1;1;0;1;0;0;0;0;68
13402031001;13;3;5;15;22;25;50;25;71;37;68;41;573;45;130;142;127;349;5;38;5;3;1792
13402031002;66;23;37;73;86;80;200;69;296;120;183;107;928;37;195;215;237;633;12;84;7;12;3700
13402032004;7;1;3;10;4;4;18;8;35;11;17;15;111;3;22;31;24;145;2;27;2;2;502
13402032010;46;6;18;32;39;44;84;50;161;47;62;36;280;10;66;55;59;229;0;44;2;6;1376
13402041001;73;34;48;77;83;80;176;103;307;146;197;136;987;49;155;162;102;256;2;22;0;3;3198
13402041002;17;9;8;12;25;22;64;25;155;71;101;61;864;30;116;127;70;128;3;6;1;0;1915
13402041003;107;29;66;98;121;122;175;144;488;177;249;118;991;29;58;59;23;38;0;3;1;0;3096
13402042002;0;1;1;0;0;1;1;1;4;3;1;0;2;0;1;2;3;3;0;1;0;0;25
13402042004;9;1;3;6;7;4;12;2;12;4;7;2;17;1;5;10;11;14;0;5;0;4;136
13402042008;13;5;5;13;9;8;20;10;36;22;10;7;70;1;1;7;1;4;1;0;0;0;243
13402042014;1;0;0;1;1;0;0;0;4;0;0;1;2;1;1;1;2;0;0;0;0;0;15
13402042015;4;1;4;5;7;7;9;3;27;5;8;2;42;0;13;13;8;25;1;1;1;0;186
13402051001;47;11;33;62;85;61;144;46;232;78;99;49;421;12;40;54;38;65;0;5;0;0;1582
13402051002;103;29;58;103;137;90;187;116;528;133;165;101;772;26;72;92;34;71;2;5;0;0;2824
13402052003;4;3;5;12;18;9;30;15;64;18;26;6;111;1;14;11;11;41;0;2;0;2;403
13402052008;0;0;2;2;0;2;3;1;7;3;6;2;20;1;2;2;5;2;0;0;0;1;61
13402052009;6;1;2;11;9;14;6;5;24;4;8;4;36;2;6;5;1;3;0;1;0;0;148
13402052011;0;0;1;3;3;0;3;3;13;1;6;0;33;1;1;2;1;5;0;0;0;0;76
13402052016;8;5;9;12;18;23;37;13;64;18;14;5;111;5;4;6;6;6;0;1;0;1;366
13402052017;35;17;19;26;49;35;81;54;169;54;64;42;304;3;51;30;32;64;0;10;0;0;1139
13402061001;42;16;27;45;85;65;127;63;225;42;74;37;337;10;41;40;21;58;0;7;1;0;1363
13402062005;13;0;1;3;8;1;13;3;34;9;11;9;72;3;11;10;11;44;0;6;0;0;262
13402062006;53;16;18;42;43;37;53;48;143;53;64;48;353;2;40;26;9;60;0;6;1;1;1116
13402062007;2;1;0;1;10;6;6;9;15;6;12;5;44;4;22;16;17;67;0;11;0;2;256
13402062012;2;0;3;2;1;3;5;1;4;1;9;0;26;0;4;4;3;9;1;3;0;0;81
13402062013;1;0;3;2;3;7;9;2;12;5;9;2;18;1;6;2;4;7;0;1;0;0;94
13402991999;22;4;3;4;6;10;22;11;43;18;24;8;90;4;17;6;13;20;0;1;0;0;326
13403011001;4;4;8;12;8;3;25;17;34;13;16;11;71;0;4;5;6;8;0;0;0;0;249
13403011002;39;9;26;33;37;31;56;38;147;48;69;25;274;13;28;32;35;37;0;1;0;1;979
13403012003;6;4;8;5;14;13;28;11;80;21;40;16;218;8;16;26;33;50;0;10;1;2;610
13403012004;6;3;2;6;8;10;14;5;24;9;19;15;131;10;54;35;40;185;1;38;2;1;618
13403012008;6;0;4;6;6;4;15;6;20;4;18;11;129;10;36;45;44;188;1;31;3;7;594
13403012013;4;0;0;3;4;0;8;4;18;5;7;6;32;0;4;5;9;23;0;2;0;0;134
13403021001;45;6;15;24;32;39;36;31;83;34;44;24;287;4;24;19;19;28;0;7;1;2;804
13403021002;1;0;0;0;0;0;2;0;2;2;0;0;10;0;2;4;0;3;0;0;0;1;27
13403021003;2;1;0;0;2;1;4;2;4;1;0;2;24;0;4;7;6;9;0;0;0;0;69
13403021004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13403022001;2;0;1;1;2;1;0;3;4;1;7;2;19;1;5;1;2;13;0;1;0;0;66
13403022008;2;1;3;2;7;7;10;7;28;9;14;10;91;5;31;54;56;120;0;17;3;0;477
13403022011;6;0;3;9;6;9;14;4;32;10;16;8;93;2;7;14;27;57;0;11;0;2;330
13403022013;4;1;0;5;4;4;12;2;15;7;13;6;81;3;22;21;34;99;1;23;7;3;367
13403022014;6;2;1;4;5;6;8;4;23;13;13;5;103;8;28;27;40;77;0;13;3;7;396
13403022018;1;1;4;2;2;2;8;2;14;3;12;6;68;5;18;18;20;43;1;8;0;0;238
13403032001;1;1;0;0;6;2;5;1;7;7;8;4;55;4;19;25;58;134;2;21;1;6;367
13403032007;10;1;3;10;8;5;10;6;25;6;13;7;58;3;5;0;3;15;0;2;0;0;190
13403032016;21;8;8;19;18;25;26;19;84;22;20;22;159;2;17;8;11;25;0;3;0;1;518
13403041001;0;2;0;1;6;4;3;5;9;4;3;2;19;0;3;2;1;0;0;0;0;0;64
13403042002;6;5;4;9;9;16;24;13;60;12;16;10;133;1;25;18;12;67;0;11;1;6;458
13403042005;2;0;2;3;4;0;21;5;15;5;10;6;83;3;26;17;25;121;0;22;2;2;374
13403042009;32;5;18;24;37;25;47;26;109;31;34;20;328;5;33;22;56;84;0;9;0;4;949
13403042010;0;0;0;0;2;2;0;0;3;1;1;2;9;0;8;2;5;31;0;4;0;1;71
13403042012;2;2;1;2;2;3;4;2;5;4;8;7;51;2;18;20;14;93;0;14;1;4;259
13403042015;10;5;9;13;12;13;31;5;68;12;17;8;120;6;16;10;11;46;0;7;0;0;419
13403051001;48;19;61;76;101;74;121;66;308;105;146;86;1029;40;101;139;92;109;0;3;0;0;2724
13403051002;35;16;27;57;65;55;131;46;228;62;124;70;666;16;77;93;72;116;2;16;1;1;1976
13403052002;0;1;4;9;11;7;25;13;26;12;19;15;119;9;16;22;14;60;0;6;0;2;390
13403052010;13;6;9;6;13;9;27;17;46;8;14;7;92;2;11;12;10;20;0;2;0;1;325
13403052017;0;0;0;0;0;1;1;1;2;2;0;0;3;0;2;0;1;6;0;0;0;0;19
13403991999;0;0;0;0;1;0;3;2;1;6;2;2;16;0;1;0;1;4;0;0;0;0;39
13404011001;54;29;43;65;85;58;135;79;363;131;185;92;1038;39;122;132;70;151;2;7;0;0;2880
13404011002;70;14;36;73;79;45;122;70;197;46;77;41;409;18;59;51;34;66;5;6;0;2;1520
13404011003;86;23;44;99;114;88;172;102;446;158;212;125;968;21;84;93;42;59;0;3;1;0;2940
13404012032;34;2;13;25;33;21;50;20;77;20;45;27;214;9;45;47;45;123;2;18;1;3;874
13404021001;64;36;55;91;116;112;248;122;449;103;157;96;720;19;70;66;56;80;1;5;0;0;2666
13404022009;0;0;0;1;2;1;2;1;6;0;1;0;7;0;1;7;3;11;0;3;0;0;46
13404022010;4;0;2;9;5;7;12;6;35;5;7;5;56;2;6;10;2;12;0;5;0;0;190
13404022026;4;2;2;6;2;4;12;7;28;4;8;5;45;0;11;8;10;26;0;3;1;2;190
13404022032;9;6;8;4;14;15;32;18;67;5;11;7;101;6;18;12;28;59;0;11;0;7;438
13404022038;0;0;0;0;1;3;3;0;6;0;2;1;8;0;0;0;1;1;0;0;0;0;26
13404031001;23;12;11;24;47;33;64;22;108;34;58;31;268;7;35;27;25;43;0;2;0;1;875
13404032025;51;26;37;56;91;53;145;88;285;94;144;80;753;26;100;101;102;261;1;24;0;4;2522
13404041001;10;5;10;14;11;16;21;14;72;16;21;15;105;7;14;14;8;11;0;1;0;0;385
13404041002;0;0;1;5;2;1;3;3;3;1;2;0;9;0;0;0;0;1;0;0;0;0;31
13404042002;5;1;2;3;4;2;7;3;26;5;5;0;32;0;1;1;3;10;0;1;0;0;111
13404042007;0;0;0;0;0;0;3;0;1;1;4;0;4;0;0;0;0;0;0;0;0;0;13
13404042008;2;2;1;3;2;2;4;4;17;1;3;2;15;0;3;4;8;9;0;3;0;2;87
13404042018;3;0;1;3;1;3;6;4;4;2;2;1;12;0;4;1;0;6;0;0;0;0;53
13404042034;0;0;1;4;1;0;3;0;5;1;2;1;23;2;4;5;4;15;1;2;0;2;76
13404042036;22;9;23;31;38;51;99;35;178;34;64;34;279;17;57;41;52;131;3;16;1;4;1219
13404051001;15;5;26;55;25;26;49;25;107;20;30;13;164;1;5;16;10;19;0;0;1;0;612
13404052011;13;4;14;33;12;14;47;15;74;12;18;14;128;3;22;19;8;40;0;4;0;0;494
13404052012;5;2;3;4;7;13;13;8;28;5;7;7;34;0;10;6;8;14;0;3;0;2;179
13404052016;13;5;10;23;35;38;67;36;105;25;36;18;212;5;18;23;16;43;0;3;0;0;731
13404052019;23;9;13;15;14;18;38;25;75;24;36;19;144;5;20;14;12;63;0;8;0;3;578
13404061001;63;13;23;57;72;46;132;56;254;75;141;75;801;32;125;132;76;164;4;17;2;1;2361
13404061002;98;35;35;84;114;87;174;67;291;98;147;86;673;27;101;71;70;111;0;5;1;1;2376
13404061003;66;17;16;39;92;60;124;78;306;97;180;109;1298;44;175;174;99;206;4;17;1;1;3203
13404061004;105;31;35;66;90;89;167;82;313;98;179;83;744;25;94;101;78;146;2;9;1;2;2540
13404062005;1;0;0;0;2;1;1;2;3;0;3;1;10;0;2;0;0;2;1;1;0;0;30
13404062014;1;0;0;0;0;1;1;0;0;1;0;1;3;0;1;0;0;1;0;1;0;0;11
13404062022;2;2;1;2;3;4;9;3;17;2;2;3;13;0;2;2;1;0;0;0;0;0;68
13404062028;11;8;5;18;29;25;59;21;72;23;53;37;217;16;32;62;46;132;0;21;0;4;891
13404062030;8;3;6;1;6;4;26;19;45;11;18;10;78;10;11;17;10;31;0;5;1;3;323
13404062032;3;1;2;2;2;4;5;0;10;2;5;3;23;2;1;1;2;5;1;1;0;0;75
13404062037;1;1;1;2;4;0;3;10;8;8;11;3;31;1;5;3;2;4;0;0;0;0;98
13404062039;7;3;5;8;12;10;21;14;58;9;11;9;84;1;6;18;8;25;0;0;1;0;310
13404071001;21;2;11;29;47;36;68;27;121;34;40;23;212;5;21;27;20;34;2;3;0;2;785
13404072006;21;12;6;18;18;19;44;18;93;24;37;17;182;13;36;27;37;87;0;13;0;4;726
13404072015;0;0;0;0;0;0;1;0;4;1;0;0;2;0;0;1;0;0;0;0;0;0;9
13404072021;2;0;1;0;0;1;7;0;16;4;5;7;38;3;8;10;13;65;0;12;0;0;192
13404072023;25;9;13;38;35;28;40;34;98;28;43;26;183;3;20;8;14;27;0;11;0;4;687
13404072031;1;0;0;3;2;3;3;1;7;0;3;3;22;1;5;3;4;17;2;0;0;0;80
13404081001;30;9;18;49;44;58;109;34;155;36;76;65;454;17;47;65;53;64;1;8;1;2;1395
13404081002;53;7;18;35;53;41;128;41;194;54;91;38;457;12;43;48;54;62;0;8;1;2;1440
13404082003;12;2;2;12;16;12;28;11;44;16;19;17;121;1;17;20;19;20;0;3;0;1;393
13404082004;19;17;20;33;54;26;33;15;112;26;52;38;274;13;25;36;37;123;1;26;2;6;988
13404082013;4;3;3;5;13;9;24;5;25;10;22;12;87;5;17;16;21;51;0;17;1;1;351
13404082017;12;0;1;6;2;3;12;3;8;2;3;4;18;1;0;3;2;4;0;0;0;1;85
13404082029;8;3;12;11;29;21;57;21;77;27;35;11;260;18;54;54;51;118;3;17;1;0;888
13404091001;15;10;9;26;43;30;79;28;150;32;60;30;271;8;25;31;39;36;1;3;1;0;927
13404092001;7;1;5;9;9;5;33;14;63;10;16;11;84;3;17;16;9;37;0;3;0;0;352
13404092002;0;0;0;0;1;0;2;1;4;2;2;2;7;0;1;0;0;2;0;0;0;0;24
13404092018;1;2;1;1;0;0;1;0;5;0;1;0;3;1;0;0;0;6;0;0;0;0;22
13404092020;8;5;6;6;8;8;37;10;64;15;20;11;107;2;9;13;7;21;0;2;0;0;359
13404092024;9;5;12;9;25;12;26;10;85;20;21;26;150;4;17;23;13;45;0;4;1;0;517
13404092027;5;3;8;11;10;17;41;17;52;16;23;12;105;5;13;17;13;15;0;1;0;0;384
13404092033;8;1;9;12;17;12;16;11;48;12;19;9;70;1;2;5;3;11;0;0;0;0;266
