REDCODE;ESCOLARIDAD_0;ESCOLARIDAD_1;ESCOLARIDAD_2;ESCOLARIDAD_3;ESCOLARIDAD_4;ESCOLARIDAD_5;ESCOLARIDAD_6;ESCOLARIDAD_7;ESCOLARIDAD_8;ESCOLARIDAD_9;ESCOLARIDAD_10;ESCOLARIDAD_11;ESCOLARIDAD_12;ESCOLARIDAD_13;ESCOLARIDAD_14;ESCOLARIDAD_15;ESCOLARIDAD_16;ESCOLARIDAD_17;ESCOLARIDAD_18;ESCOLARIDAD_19;ESCOLARIDAD_20;ESCOLARIDAD_21;Total
13101011001;12;0;2;2;6;3;19;3;25;12;36;15;228;22;67;133;169;640;49;178;30;88;1739
13101011002;17;3;3;1;11;5;22;6;20;12;31;15;238;44;106;161;191;675;33;146;16;51;1807
13101011003;6;1;7;5;4;1;17;7;21;11;27;15;186;30;96;133;181;652;40;190;19;56;1705
13101011004;8;2;2;0;4;4;24;4;12;8;37;28;214;26;92;136;155;508;17;122;13;25;1441
13101011005;2;0;3;1;5;3;11;5;17;8;34;19;225;31;70;120;162;499;27;109;19;30;1400
13101021001;19;1;5;9;13;15;54;9;45;29;58;59;607;51;151;245;205;743;8;103;13;12;2454
13101021002;21;2;0;2;4;6;22;5;19;11;35;29;353;32;130;203;202;852;14;123;13;17;2095
13101021003;48;0;0;3;15;13;11;6;22;11;43;37;360;45;152;211;197;714;13;78;9;17;2005
13101021004;25;3;11;15;10;15;27;11;50;17;48;55;704;42;154;187;208;564;8;74;7;16;2251
13101021005;19;5;6;10;15;22;40;11;39;35;73;55;521;49;112;154;155;329;2;43;3;8;1706
13101021006;19;6;9;6;16;19;27;6;38;15;51;46;436;40;86;175;140;504;10;82;2;12;1745
13101021007;38;3;4;7;18;11;41;5;37;16;44;62;464;28;84;148;139;385;16;77;3;21;1651
13101021008;6;0;1;1;2;4;8;7;13;4;22;22;244;27;64;107;142;413;7;75;2;13;1184
13101031001;11;3;3;4;4;5;17;6;32;16;35;33;413;40;119;165;129;454;8;30;8;4;1539
13101031002;15;5;6;8;14;29;55;10;54;46;89;89;921;82;297;447;411;1359;30;146;19;17;4149
13101031003;15;1;6;6;15;15;28;10;35;18;64;45;672;54;216;371;402;1336;27;160;18;20;3534
13101031004;6;0;5;4;4;5;26;11;29;14;66;33;532;58;202;285;302;989;36;137;20;32;2796
13101031005;11;2;1;1;7;5;19;9;19;11;31;10;314;23;98;109;125;411;4;59;7;15;1291
13101031006;9;3;0;2;8;3;4;1;11;7;29;9;207;30;80;109;142;452;11;56;14;13;1200
13101031007;18;1;1;2;25;5;16;6;36;16;54;32;362;44;165;205;231;775;20;115;18;26;2173
13101041001;8;4;9;18;30;11;41;16;47;19;68;65;432;37;118;189;156;497;12;95;10;12;1894
13101041002;11;4;3;4;11;13;20;8;53;19;63;35;435;38;123;183;187;523;11;98;11;13;1866
13101041003;30;5;3;3;16;5;18;7;28;15;82;34;396;44;160;189;184;563;14;81;8;20;1905
13101041004;13;3;6;10;35;9;31;16;42;22;67;64;501;48;138;171;143;561;14;74;12;11;1991
13101041005;22;3;5;7;18;20;46;10;41;34;80;44;471;45;161;165;155;471;9;67;15;22;1911
13101051001;38;3;6;16;18;10;34;30;55;30;71;60;505;47;161;224;178;497;7;86;9;20;2105
13101051002;55;26;34;44;62;42;90;38;143;67;143;121;1103;66;150;198;129;286;5;31;6;10;2849
13101051003;31;2;5;15;26;14;27;14;63;18;81;56;523;36;91;111;82;245;2;52;2;8;1504
13101061001;29;7;10;16;9;9;57;21;81;43;94;77;689;50;208;245;220;729;15;98;6;19;2732
13101061002;77;13;21;32;65;27;109;22;121;60;142;106;912;77;198;282;192;542;14;77;9;25;3123
13101061003;41;8;9;11;25;15;60;21;79;48;88;67;535;37;94;135;134;396;6;74;5;22;1910
13101071001;51;11;21;47;27;39;109;38;168;67;177;105;1169;61;205;251;171;331;3;27;4;3;3085
13101071002;36;5;12;22;11;22;65;23;124;56;128;135;905;58;137;157;68;207;5;17;1;5;2199
13101071003;45;2;8;13;11;22;42;22;82;34;79;65;721;46;142;165;161;426;8;51;7;14;2166
13101081001;32;3;9;12;27;24;68;45;102;41;109;77;795;54;169;210;155;362;4;39;11;10;2358
13101081002;43;14;20;42;60;50;104;36;119;85;185;159;1290;62;179;240;195;390;5;55;3;8;3344
13101081003;15;8;8;28;31;32;42;28;95;48;105;96;708;32;133;213;154;326;6;41;1;6;2156
13101081004;14;9;13;10;18;14;52;11;68;43;92;80;690;40;129;123;126;216;0;18;2;3;1771
13101091001;81;9;10;23;36;29;67;24;104;60;124;85;717;50;122;177;112;289;3;33;8;4;2167
13101091002;32;9;19;17;28;22;65;31;114;44;117;79;788;48;147;161;166;315;10;30;2;4;2248
13101091003;46;3;6;13;14;16;30;9;56;29;87;49;698;40;158;174;233;363;9;54;4;6;2097
13101091004;17;15;16;21;53;21;87;24;109;52;111;69;602;42;128;150;124;261;6;30;6;9;1953
13101101001;8;0;0;5;4;3;23;3;11;11;33;26;284;25;86;133;200;652;25;108;16;32;1688
13101101002;6;0;2;2;3;2;14;4;8;6;20;15;172;35;64;102;156;555;23;100;15;22;1326
13101101003;9;0;0;4;1;2;28;10;29;27;47;31;284;38;113;182;217;778;15;127;14;24;1980
13101101004;5;0;0;6;1;4;8;4;15;10;25;24;216;48;107;207;204;733;23;108;13;24;1785
13101101005;2;1;1;4;1;0;13;2;9;13;28;17;166;20;101;130;154;538;22;83;10;17;1332
13101101006;5;2;0;2;8;6;15;4;8;4;18;19;142;19;52;96;115;368;10;47;5;9;954
13101101007;12;0;0;5;6;6;20;2;18;11;34;32;213;50;125;209;249;867;31;126;17;26;2059
13101101008;1;0;0;2;0;2;7;6;12;5;13;16;144;29;68;105;165;451;14;89;18;13;1160
13101101009;3;0;0;2;2;2;7;0;7;6;12;15;137;15;62;103;133;402;12;50;8;6;984
13101101010;12;1;3;11;8;6;26;11;19;16;33;30;322;51;132;220;268;778;21;119;14;19;2120
13101111001;12;1;2;7;6;6;30;5;33;19;53;38;280;42;107;182;161;645;27;126;18;30;1830
13101111002;16;1;1;3;0;7;15;7;13;11;32;22;212;28;81;138;194;940;23;128;17;29;1918
13101111003;7;1;1;5;7;4;13;1;15;8;30;20;221;15;99;166;180;687;16;97;17;27;1637
13101111004;3;0;2;6;5;6;14;4;13;9;15;21;251;30;111;147;134;541;13;76;9;9;1419
13101111005;4;7;1;2;1;0;10;1;9;5;22;11;202;14;78;137;166;582;10;84;11;14;1371
13101111006;3;1;0;1;5;1;6;8;11;8;24;10;165;24;64;94;152;532;16;74;13;11;1223
13101111007;6;1;2;2;5;2;17;4;19;11;20;14;202;20;99;124;141;471;18;71;14;13;1276
13101111008;11;2;3;2;9;12;14;2;24;13;32;43;298;29;122;201;172;700;13;83;7;14;1806
13101111009;8;2;0;10;7;10;33;10;23;18;42;43;390;52;149;253;255;939;24;97;23;23;2411
13101111010;5;0;0;0;4;2;12;4;7;6;18;17;221;28;129;198;195;870;20;118;14;22;1890
13101111011;6;1;0;0;2;2;6;6;10;7;25;12;169;14;66;110;110;441;5;62;4;7;1065
13101111012;9;1;1;3;2;6;17;8;26;10;38;27;330;51;163;295;287;1360;40;215;27;36;2952
13101111013;9;4;6;2;3;4;24;10;34;19;51;27;335;47;141;239;212;964;27;118;20;27;2323
13101111014;9;2;3;10;8;5;21;9;19;18;33;31;202;32;93;116;152;486;21;81;11;17;1379
13101111015;5;2;2;4;2;5;17;6;19;18;43;20;305;56;132;188;212;725;28;114;17;38;1958
13101111016;6;5;0;2;1;2;17;5;14;8;22;24;206;24;125;170;196;761;33;113;16;20;1770
13101111017;4;0;1;3;1;5;15;6;10;17;46;24;232;29;86;114;150;427;12;86;8;10;1286
13101111018;12;0;3;4;6;1;19;5;13;15;38;16;187;33;105;187;227;900;26;136;20;19;1972
13101111019;6;1;0;1;5;4;23;3;27;7;26;24;240;27;118;162;228;706;8;100;12;15;1743
13101121001;22;4;4;7;14;12;36;13;50;25;62;43;354;32;114;174;145;502;12;78;13;24;1740
13101121002;9;2;2;1;1;7;9;6;19;13;30;23;210;30;93;135;145;462;6;69;6;14;1292
13101121003;2;0;4;3;13;6;10;1;9;10;13;20;213;16;73;148;194;577;12;64;11;8;1407
13101121004;23;2;5;7;11;17;22;7;32;21;58;63;542;53;198;315;323;1202;14;124;8;16;3063
13101121005;41;1;3;6;11;9;42;16;38;16;46;45;394;37;86;136;108;244;3;22;9;2;1315
13101121006;13;3;1;7;6;10;18;4;37;24;45;34;463;45;137;266;279;769;18;100;17;9;2305
13101121007;14;17;9;14;16;13;24;11;29;27;63;62;572;46;134;204;192;566;14;69;13;16;2125
13101121008;33;1;1;3;10;9;34;8;21;20;55;38;507;58;225;325;363;1335;21;150;31;15;3263
13101121009;4;0;5;2;11;10;18;3;32;22;38;25;418;58;187;296;383;1536;35;211;25;26;3345
13101131001;26;2;2;7;10;6;17;4;25;11;46;33;208;28;89;142;124;450;8;81;9;9;1337
13101131002;4;0;0;2;7;4;14;1;3;4;22;20;208;14;51;136;136;523;16;62;11;9;1247
13101131003;6;3;2;6;11;8;26;2;26;11;54;27;413;47;147;292;332;1189;28;135;22;11;2798
13101131004;6;1;2;3;6;1;24;4;33;9;36;25;328;31;106;176;184;618;6;50;11;10;1670
13101131005;20;4;3;7;9;14;35;11;36;31;86;48;532;52;186;253;276;751;16;105;14;33;2522
13101131006;4;2;6;3;6;2;21;3;17;12;45;23;259;20;118;151;138;578;9;79;9;8;1513
13101131007;11;2;1;5;4;2;14;6;24;11;43;30;332;36;121;188;231;828;24;106;17;24;2060
13101131008;4;0;0;3;2;3;17;5;15;10;27;23;280;37;124;196;239;961;12;109;12;18;2097
13101131009;11;2;4;2;7;9;12;9;23;20;36;52;333;39;138;225;303;1057;21;143;15;28;2489
13101141001;17;5;13;25;24;26;83;22;122;52;113;118;1008;62;202;253;198;424;8;44;5;4;2828
13101141002;15;3;3;12;12;3;35;19;49;25;47;57;449;61;136;237;213;651;10;74;7;16;2134
13101141003;26;2;5;2;13;7;35;9;32;26;56;49;514;54;195;283;264;1066;22;94;11;13;2778
13101151001;26;8;22;31;31;34;92;36;142;69;131;125;994;100;215;329;191;537;4;43;5;14;3179
13101151002;31;2;4;14;15;18;48;12;58;33;75;62;532;54;187;269;208;841;10;72;23;16;2584
13101151003;53;4;7;14;15;16;57;16;78;33;106;81;627;54;199;234;205;540;11;49;8;9;2416
13101151004;18;3;9;16;17;15;37;11;55;27;71;42;417;36;93;108;98;235;4;25;6;7;1350
13101161001;9;2;1;5;8;6;19;5;23;14;28;18;266;62;134;257;229;655;11;58;15;8;1833
13101161002;26;15;14;30;42;34;102;46;155;57;167;124;941;79;220;336;241;930;15;56;10;8;3648
13101161003;18;4;9;5;12;18;63;14;47;25;84;63;789;96;235;382;305;997;20;94;15;8;3303
13101171001;89;22;20;42;38;44;153;44;183;109;188;169;1219;69;249;273;196;576;8;61;10;13;3775
13101171002;31;10;14;15;23;15;53;20;99;57;129;81;863;83;171;241;132;244;1;18;3;5;2308
13101171003;62;7;11;22;39;26;93;18;95;45;79;102;681;19;82;90;58;169;1;8;0;1;1708
13101181001;28;4;5;19;21;28;72;27;98;54;115;118;889;70;212;270;143;460;6;33;6;7;2685
13101181002;54;8;13;24;34;32;75;33;157;58;124;108;1039;43;148;178;86;196;0;20;3;5;2438
13101191001;35;8;12;29;40;31;89;29;131;72;156;80;924;77;250;254;231;677;12;83;12;12;3244
13101191002;34;4;13;36;38;19;111;36;140;70;156;111;998;82;227;259;211;542;2;55;7;6;3157
13101191003;28;3;9;24;18;41;89;20;111;71;134;99;1096;102;269;348;231;536;9;42;8;6;3294
13101201001;21;3;7;12;24;21;88;23;97;48;112;89;571;23;111;157;138;448;5;44;2;11;2055
13101201002;24;4;12;25;31;20;85;26;95;57;97;80;510;26;39;49;40;57;0;3;1;0;1281
13101201003;35;14;20;43;32;36;118;33;124;68;151;103;755;36;108;125;72;125;2;7;0;0;2007
13101211001;39;12;16;33;44;52;114;45;184;94;180;119;1072;67;145;163;95;208;2;11;5;1;2701
13101211002;47;4;23;17;39;25;62;30;117;48;108;74;672;59;183;172;109;297;1;39;2;6;2134
13101221001;115;78;110;172;324;248;403;300;1197;358;701;331;2105;69;258;182;170;389;5;38;3;7;7563
13101231001;22;2;9;8;19;18;70;21;109;59;90;68;593;41;170;186;190;561;7;68;2;21;2334
13101241001;39;7;24;28;29;23;99;39;157;72;145;96;792;51;159;132;97;265;0;20;1;1;2276
13101241002;53;21;33;48;45;38;169;56;215;104;185;150;1129;53;174;225;127;287;2;24;6;8;3152
13101251001;69;28;31;47;65;56;184;85;233;116;237;172;1165;74;138;192;105;242;2;6;3;3;3253
13101261001;31;10;10;24;33;25;85;24;155;40;102;81;905;18;67;103;83;142;1;16;2;2;1959
13101271001;53;8;10;23;24;15;71;35;99;60;98;104;658;74;170;212;243;589;11;79;7;17;2660
13101271002;26;3;6;8;9;26;64;15;50;20;67;64;495;38;169;186;221;578;14;94;8;28;2189
13101271003;23;4;7;5;6;8;33;23;55;33;71;46;494;55;189;165;198;649;17;116;13;30;2240
13101271004;44;10;10;16;19;7;77;22;106;39;94;80;677;51;134;224;192;519;11;73;12;25;2442
13101281001;3;0;0;3;9;1;6;2;15;10;18;21;126;23;70;75;72;286;6;63;5;14;828
13101281002;30;1;3;8;8;3;27;5;35;17;46;33;364;48;140;179;189;602;28;107;26;29;1928
13101281003;14;4;1;3;11;8;26;8;28;28;48;30;342;42;157;188;249;851;14;137;13;41;2243
13101281004;4;1;1;0;6;1;10;3;12;6;30;23;161;19;86;140;135;476;17;72;11;23;1237
13101281005;27;0;3;3;5;8;23;12;29;21;44;37;356;38;145;180;218;753;26;135;19;41;2123
13101281006;11;2;5;4;12;4;14;6;27;15;40;29;299;34;131;168;205;688;22;113;19;34;1882
13101291001;5;0;0;3;2;4;7;3;14;9;21;14;177;31;90;60;28;64;2;8;0;1;543
13101991999;14;3;1;12;11;9;12;6;16;25;27;25;180;10;13;48;40;77;3;20;2;4;558
13102011001;13;5;5;15;13;4;45;15;64;41;82;30;501;35;135;159;120;366;4;35;1;3;1691
13102011002;63;23;33;60;68;49;151;61;240;98;158;93;745;20;61;75;60;95;0;6;2;0;2161
13102011003;13;3;8;9;15;8;41;11;78;48;92;63;877;75;246;266;219;516;9;45;6;5;2653
13102011004;12;2;4;12;20;13;42;25;103;63;109;87;1031;87;290;367;299;584;8;43;7;3;3211
13102021001;26;8;11;25;30;12;96;42;130;51;125;78;686;37;120;121;78;130;1;9;0;0;1816
13102021002;37;8;26;47;50;39;145;40;160;91;159;84;932;46;155;143;136;245;5;20;2;3;2573
13102021003;216;4;17;24;27;16;69;19;87;50;91;46;476;24;74;92;83;196;1;10;1;1;1624
13102021004;14;18;6;23;35;11;80;32;106;64;118;61;686;41;96;139;84;141;0;13;1;3;1772
13102031001;151;42;57;116;98;107;188;131;521;186;274;138;946;24;55;53;32;42;0;1;0;0;3162
13102031002;64;20;39;86;97;76;200;61;298;112;211;108;1010;26;84;85;59;105;0;3;0;1;2745
13102031003;44;15;35;53;83;51;172;51;269;88;161;119;900;34;104;110;85;155;0;4;0;2;2535
13102031004;31;8;17;32;27;26;112;25;134;54;139;77;763;30;128;152;122;199;1;25;3;1;2106
13102031005;131;28;79;95;125;86;207;93;374;121;194;106;802;10;67;42;37;53;1;2;0;0;2653
13102031006;83;23;40;67;83;89;157;105;312;93;126;89;579;11;29;27;36;31;0;1;0;0;1981
13102031007;94;52;41;63;87;65;184;80;350;104;176;79;859;22;77;57;54;81;0;5;0;1;2531
13102041001;15;6;14;32;30;27;105;34;149;63;104;63;914;42;160;160;151;252;3;29;1;7;2361
13102041002;49;16;30;57;74;54;187;53;249;100;233;123;1040;49;199;185;169;327;6;28;3;3;3234
13102041003;59;4;11;21;21;28;66;50;136;62;118;56;789;32;134;127;103;197;0;9;3;3;2029
13102041004;34;10;24;54;76;52;118;77;310;119;197;87;682;25;61;49;27;38;0;2;0;0;2042
13102041005;46;18;39;44;59;53;82;61;238;86;117;59;363;11;21;14;14;19;0;0;0;0;1344
13102041006;54;36;33;55;52;55;106;83;347;156;225;124;860;24;82;55;36;45;1;0;1;1;2431
13102991999;28;0;0;1;1;0;2;4;4;1;3;3;11;0;2;1;1;8;0;0;0;0;70
13103011001;60;20;28;58;62;29;87;53;179;63;104;58;441;16;28;24;18;28;0;3;0;0;1359
13103011002;88;24;29;51;64;37;72;50;194;73;105;60;418;10;42;54;38;57;0;4;0;0;1470
13103011003;79;20;52;84;87;73;164;83;297;106;162;93;653;23;60;57;33;41;0;3;0;0;2170
13103011004;56;17;45;70;92;59;159;78;259;108;196;134;866;25;81;83;46;135;1;10;1;1;2522
13103011005;106;49;83;108;136;106;202;108;381;129;206;116;804;29;81;64;41;62;0;2;0;0;2813
13103011006;96;27;40;75;97;68;165;56;223;80;140;72;659;21;63;54;32;48;0;1;0;0;2017
13103021001;91;23;41;86;95;79;193;84;384;126;213;164;968;16;62;50;24;60;1;3;0;0;2763
13103021002;44;10;25;44;59;38;128;45;182;55;111;99;540;17;48;37;38;60;1;3;0;0;1584
13103021003;27;12;15;26;29;19;65;32;103;51;95;51;426;13;46;28;23;46;0;1;2;0;1110
13103021004;53;16;27;60;77;52;131;46;205;102;156;89;756;17;52;53;37;77;1;4;1;1;2013
13103021005;65;14;37;65;75;59;207;55;235;109;177;129;976;15;74;68;54;82;0;8;0;0;2504
13103031001;65;22;31;74;98;70;163;70;265;90;166;93;682;15;78;71;44;80;1;1;0;1;2180
13103031002;54;23;35;60;63;59;122;63;236;116;180;113;848;29;87;90;75;115;1;10;2;0;2381
13103031003;68;33;49;77;99;66;171;45;276;77;152;98;703;13;45;54;31;56;0;4;0;0;2117
13103041001;27;14;33;46;59;31;117;54;203;90;134;78;684;28;58;87;49;84;1;7;1;0;1885
13103041002;88;9;25;45;39;56;153;51;283;95;172;121;743;45;65;85;69;56;0;5;0;0;2205
13103041003;99;33;62;74;110;68;228;78;338;175;252;165;1063;30;110;84;79;104;0;3;0;3;3158
13103051001;87;35;52;116;122;100;218;87;333;156;199;124;1059;46;102;124;66;99;1;6;0;0;3132
13103051002;80;20;58;116;106;92;233;82;346;133;222;123;1082;37;113;135;70;149;4;5;0;0;3206
13103061001;73;18;32;57;71;73;140;51;183;64;125;74;496;11;35;44;22;30;0;1;0;1;1601
13103061002;74;17;42;45;59;52;134;52;204;71;142;60;546;17;37;41;17;35;0;1;0;0;1646
13103061003;50;14;24;58;57;54;92;60;202;91;124;59;451;29;30;29;14;29;0;0;0;0;1467
13103061004;41;12;42;74;70;49;149;67;233;90;144;78;584;22;52;46;24;35;0;3;0;0;1815
13103071001;52;18;36;62;99;59;133;48;195;60;120;80;464;16;29;31;13;30;1;2;0;0;1548
13103071002;72;22;41;74;85;67;170;78;243;116;185;89;752;26;69;64;39;57;0;4;0;1;2254
13103071003;105;36;67;96;121;84;220;93;347;144;227;134;991;46;79;76;50;76;1;2;0;1;2996
13103071004;82;34;52;98;97;93;190;71;290;103;185;104;822;18;55;49;51;69;0;3;0;0;2466
13103071005;70;36;62;64;89;80;143;60;228;105;162;106;635;24;50;44;19;55;0;0;0;0;2032
13103081001;72;22;38;70;72;55;159;63;281;82;134;99;769;16;67;51;33;56;0;3;0;0;2142
13103081002;93;24;54;88;114;84;158;86;315;128;174;94;717;19;60;36;36;49;0;5;0;0;2334
13103081003;120;38;78;156;203;88;274;96;415;168;199;124;1025;41;92;70;39;74;0;2;2;0;3304
13103091001;46;14;41;71;95;55;112;62;230;90;147;100;698;18;52;53;32;56;0;4;1;0;1977
13103091002;65;11;23;45;61;47;90;37;184;82;97;51;460;12;36;21;20;24;1;0;0;0;1367
13103091003;87;29;58;105;122;99;231;127;503;198;326;176;1293;33;90;73;49;77;0;2;0;1;3679
13103091004;60;16;53;77;104;59;155;76;310;136;230;91;818;36;51;57;40;41;0;3;0;0;2413
13103091005;40;16;17;33;47;54;70;71;344;136;204;116;954;32;39;49;30;29;0;2;0;0;2283
13103991999;0;1;1;3;3;3;7;5;13;7;8;4;30;0;1;3;2;3;0;1;0;0;95
13104011001;66;23;19;35;48;28;155;35;140;60;153;109;785;35;128;122;71;126;4;13;0;1;2156
13104011002;61;7;27;45;56;42;127;55;199;113;154;106;861;42;85;124;69;117;1;6;0;1;2298
13104011003;17;7;18;16;33;23;79;35;93;54;102;89;546;29;66;100;50;130;1;9;2;0;1499
13104021001;54;11;15;18;27;22;69;25;93;46;76;59;453;14;61;41;33;75;0;4;0;0;1196
13104021002;30;20;30;40;47;21;122;35;132;69;143;83;945;40;260;136;93;131;0;5;1;1;2384
13104021003;57;22;29;40;54;43;168;47;220;91;172;91;1006;47;138;97;86;156;1;7;0;2;2574
13104021004;53;17;35;52;70;44;150;44;204;99;184;93;992;45;153;120;89;138;1;18;1;1;2603
13104031001;89;9;35;69;89;54;181;63;297;106;199;150;1025;46;108;115;60;115;1;3;0;0;2814
13104031002;109;20;54;81;112;67;160;91;310;125;222;125;835;29;61;59;48;68;0;4;0;0;2580
13104031003;50;15;13;50;40;36;104;39;164;75;141;75;641;27;85;50;44;67;4;1;0;0;1721
13104031004;54;14;20;30;44;33;110;56;160;59;128;71;467;32;67;52;42;41;0;0;0;1;1481
13104031005;57;16;23;48;55;45;137;57;214;88;134;90;624;27;51;49;20;29;0;0;0;0;1764
13104041001;52;14;31;48;35;38;121;47;145;78;140;112;766;19;58;75;51;82;2;3;0;1;1918
13104041002;72;19;44;50;72;59;160;49;216;94;168;96;848;20;85;61;38;76;0;6;0;0;2233
13104041003;34;9;24;46;76;44;136;50;144;92;144;70;647;16;53;68;55;62;0;5;0;1;1776
13104041004;46;4;21;33;57;12;113;38;141;46;100;63;730;19;106;66;47;95;2;8;0;1;1748
13104051001;33;20;22;30;58;34;118;24;140;44;103;73;683;24;161;86;71;94;1;5;1;0;1825
13104051002;44;14;24;36;49;35;124;46;189;76;142;89;922;35;118;133;87;157;2;5;3;1;2331
13104051003;80;21;44;75;80;69;134;70;257;73;117;76;434;14;23;24;22;22;0;0;0;0;1635
13104051004;78;14;37;70;78;52;132;60;228;92;149;82;633;22;60;65;45;70;1;2;0;0;1970
13104051005;18;3;8;23;31;25;93;27;120;61;134;66;771;37;160;173;119;244;3;17;4;5;2142
13104051006;30;6;17;28;33;22;119;40;153;75;166;95;1097;79;253;272;209;411;2;34;3;1;3145
13104061001;32;4;13;24;50;32;99;35;139;94;112;87;745;37;106;126;98;196;4;21;4;1;2059
13104061002;38;17;20;18;41;41;110;44;171;69;131;82;779;37;109;81;47;107;0;4;0;1;1947
13104061003;57;27;42;57;67;51;148;56;222;68;121;70;584;17;41;43;25;35;0;1;0;0;1732
13104071001;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;1;0;0;0;0;0;7
13104071002;64;17;28;80;55;78;168;73;261;104;181;139;735;43;94;66;41;95;1;2;2;1;2328
13104071003;22;7;20;13;22;23;47;25;86;46;68;47;307;13;39;37;24;38;0;3;0;1;888
13104071004;23;3;6;16;20;12;87;26;82;37;65;42;384;26;79;67;38;66;3;3;1;1;1087
13104081001;59;13;20;51;48;36;122;37;138;72;120;66;592;16;44;58;31;71;1;4;0;0;1599
13104081002;83;14;31;66;90;53;155;53;210;100;144;107;829;29;82;62;62;88;0;2;0;0;2260
13104081003;64;16;33;57;56;41;168;39;143;65;126;74;678;34;67;89;46;88;0;11;1;0;1896
13104081004;88;22;35;54;73;57;162;57;191;98;185;94;926;36;134;133;88;136;2;14;0;4;2589
13104091001;48;16;28;33;53;43;109;44;215;88;179;133;1101;62;182;232;171;277;4;24;3;4;3049
13104091002;71;9;29;39;45;36;102;39;190;89;145;118;757;31;102;99;61;121;1;6;0;2;2092
13104091003;69;15;26;33;65;42;146;36;155;82;150;136;903;24;144;117;79;168;0;17;2;4;2413
13104101001;39;11;25;42;64;39;157;36;166;89;159;90;697;38;110;110;83;120;0;7;1;0;2083
13104101002;65;15;40;63;94;52;174;64;255;114;202;107;897;53;143;144;75;166;3;7;0;1;2734
13104101003;40;12;20;26;53;28;169;51;156;107;165;89;811;48;148;147;100;215;1;13;0;7;2406
13104991999;0;0;5;0;2;2;8;0;3;2;5;4;31;0;0;0;3;2;0;0;0;0;67
13105011001;42;25;18;42;65;46;99;63;225;91;140;77;590;13;57;34;47;50;0;2;1;0;1727
13105011002;62;13;24;77;72;55;156;64;266;117;227;148;1371;42;202;207;170;327;1;19;7;6;3633
13105011003;1;0;1;1;1;3;13;1;12;4;8;6;63;8;61;21;24;70;0;5;0;0;303
13105011004;36;5;12;27;34;28;99;55;178;71;158;85;904;33;106;136;121;181;3;8;0;0;2280
13105011005;90;28;66;111;137;81;213;146;517;241;340;213;1407;55;131;118;59;91;1;9;0;0;4054
13105021001;83;22;39;88;100;62;152;72;302;125;164;105;718;26;80;57;41;80;2;2;0;0;2320
13105021002;49;25;28;51;74;58;186;77;232;106;223;119;1033;47;154;173;141;235;1;12;2;3;3029
13105021003;38;11;14;12;25;26;81;28;85;73;118;63;739;50;160;196;141;362;4;27;2;2;2257
13105031001;29;4;12;19;23;13;91;27;114;62;106;95;782;45;316;143;150;268;1;25;1;2;2328
13105031002;21;2;17;20;28;9;45;18;68;38;83;31;374;14;86;82;50;140;1;7;2;0;1136
13105041001;39;11;16;37;57;36;122;48;193;82;179;106;739;42;108;121;76;164;0;11;2;4;2193
13105041002;71;19;37;73;88;61;167;65;243;130;242;128;1103;54;170;183;139;266;3;23;1;2;3268
13105051001;25;6;9;32;38;23;75;25;143;64;129;66;598;35;73;90;74;97;3;7;1;0;1613
13105051002;71;17;30;49;68;54;134;65;188;95;131;84;589;12;34;38;16;34;0;1;1;0;1711
13105051003;32;9;23;40;55;33;124;49;210;102;179;91;981;49;104;115;79;122;2;7;0;2;2408
13105051004;95;22;51;99;114;66;204;58;233;129;157;97;918;36;92;107;55;89;1;11;0;1;2635
13105051005;59;23;30;53;68;41;136;54;235;101;186;114;990;31;90;107;59;90;0;6;1;0;2474
13105061001;63;15;35;67;69;58;173;59;263;96;194;119;1025;32;89;109;100;151;3;13;1;1;2735
13105061002;69;20;42;91;135;73;203;80;295;91;189;96;786;17;51;60;36;66;1;4;0;0;2405
13105061003;125;31;68;98;135;96;206;89;350;148;174;144;851;22;71;51;28;50;0;4;1;0;2742
13105061004;128;42;93;133;135;121;258;94;401;158;227;122;1039;26;75;66;41;53;1;2;0;0;3215
13105061005;150;33;70;126;139;100;264;108;388;158;218;132;976;27;63;69;37;52;3;3;1;2;3119
13105071001;88;38;51;67;81;87;165;108;355;129;226;107;792;34;63;50;41;43;0;1;1;0;2527
13105071002;50;15;33;59;79;75;112;96;321;126;200;113;811;20;44;30;35;33;0;1;0;1;2254
13105071003;77;21;48;87;120;83;154;94;311;132;169;93;805;21;59;50;28;42;2;2;0;1;2399
13105071004;103;38;72;98;136;88;158;111;368;172;196;113;776;27;62;52;42;67;0;1;0;1;2681
13105071005;52;20;44;65;60;63;98;100;318;122;157;99;676;5;21;33;11;18;0;0;0;0;1962
13105081001;14;4;13;13;26;16;85;31;116;51;124;77;654;46;103;133;125;233;0;11;0;2;1877
13105081002;38;9;24;48;58;47;128;40;167;74;154;79;815;47;106;113;142;248;3;17;4;3;2364
13105081003;22;8;10;36;35;32;75;37;148;80;155;82;1079;65;231;201;174;336;4;32;0;0;2842
13105081004;156;30;73;144;161;129;223;138;420;139;233;130;985;29;85;78;50;90;0;2;0;0;3295
13105081005;60;26;30;60;91;72;143;75;294;132;221;110;1230;54;134;117;96;161;3;8;3;0;3120
13105091001;68;13;30;52;68;67;165;62;227;89;128;130;922;28;89;83;53;115;1;4;0;1;2395
